local_datetime,pm2p5(ug/m3)
2020/9/19 20:00,20.5
2020/9/19 21:00,22
2020/9/19 22:00,24
2020/9/19 23:00,32.25
2020/9/20 0:00,35.75
2020/9/20 1:00,37
2020/9/20 2:00,37
2020/9/20 3:00,33.33
2020/9/20 4:00,35
2020/9/20 5:00,33.75
2020/9/20 6:00,31
2020/9/20 7:00,33.5
2020/9/20 8:00,30.5
2020/9/20 9:00,30.75
2020/9/20 10:00,24.75
2020/9/20 11:00,22.25
2020/9/20 12:00,17
2020/9/20 13:00,16.5
2020/9/20 14:00,17.5
2020/9/20 15:00,16.25
2020/9/20 16:00,14.5
2020/9/20 17:00,11.75
2020/9/20 18:00,11
2020/9/20 19:00,20.25
2020/9/20 20:00,22.75
2020/9/20 21:00,27.5
2020/9/20 22:00,27.5
2020/9/20 23:00,31.75
